,reply_split,classification
1386,"So, caveat emptor.",0
776,6 layers is nonsense.,0
2190,The next time I change rubbers I will have 64 on my backhand because that is what I have lined up.,0
1461,I have used rakza x in the past and realised that after two months the rubber lost its punch.,3
434,I agree with above.,0
55,T64 has longer thinner pimples with more space between pimples so the pips give more and the rubber feels softer.,2
768,"Also 868 is a little lighter than normal (but it's got 2.0mm sponge rather than 2.2, despite what it says on the package).",3
1396,"i say the speed is almost the same but with a higher arc on the mx-s. overall, i like the mxs better because it is a well balanced rubber in terms of control and speed and it has this vicious spin potential that is greater than the genesis m. also, it is not as sensitive to incoming spin.",1
295,"Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it.",3
956,"Just get one, if it peels, it peels, you don't really need to worry about that for six months at least...",0
320,I'am used to the DHS Long 5.,0
2579,it's still approvedhttp://www.ittf.com/ittf_equipment/Rack ... &textile=&i read on many reviews Omega has less spin than Sigma and i prefer rubbers similar to T05,0
4058,I must be playing to long With Hexer HD,0
4167,"It is an excellent feel, though.",4
283,I also personally think that Baracuda is a much better rubber in terms of worth for money.,2
1377,"I can't tell what level I am because there is no TT Rank in my country but I'm developing all the time because I'm just 22yo, lost my weight, I'm getting faster and faster with my legs.",0
274,"Tenergy is noticeably faster than Baracuda, though not quite as spinny.",1
4404,2.0mm.,0
349,Thanks!,0
298,It sounds a little like Tibhar Hybrid K1.,2
1401,Im pretty sure that MX-S on average is heavier.,2
2961,"Or can you recommend a rubber which is similar to roxon 450, but spinnier and grippier ?",0
2628,i think i will choose Omega IV Pro cause most ppl are using this Omega version,0
2170,"For these, I'll break into two: Euro and Japanese (they act differently though)",0
1903,I use a Tibhar defense plus.I like the control and the fact that its not too fast and not too heavy.I simply find the trajectory on my backhand rather flat and direct which results in only just clipping the net yet I have never had this issue with any of the previous rubbers.Thought maybe this would be to do with the throw angle being lower than the other rubbers.,3
75,I go with slower and more spin every time.,0
3327,I had that on my radar as well!,0
1780,"If you want recommendation for BH rubbers, please provide more info on what type do you want?",0
1333,In that case I don't think the Tenergy is the right rubber since it is springy and high throw.,0
250,Dammit Butterfly.,0
4011,"As an asise, I note that I can get a more effective spin pushing on my backhand with a SP (Raystorm) than I can with any inverted.",0
878,"It uses the ""62-008"" topsheet (in the LARC simply as ""T88"").",0
796,Which is why Apple makes its I-Phones in China.,0
49,And the difference between them is not that big so you can go from one to another with a minimal adjustment.,0
363,I play on 5ply all wood blade (dhs pg3).,0
605,"I also have a good flick that, more often than not, lands on the table and is hard to return.",0
2632,"Very low arc.On the backhand I use Omega IV Europe----- quite a high throw,completely different rubber from the above.I have tried Sigma Pro---- it grips the ball very well with a lower throw than Omega.Sigma 2----- I believe from having a quick hit with it,is the opposite to Sigma 1 in that it has a high throw with excellent dwell time but slightly slower.I get very confused with the rubbers coming out with the similar name and play differently.",4
3646,It's speed makes it better mostly for close to the table play.,0
82,"With the term best, I mean actually the best experience with these rubbers.",0
772,"Sounds like the old AK47, actually.Blue is lighter?",4
321,@Iskandar; I refuse to buy the overpriced butterfly rubbers........  Greetings!,0
975,"It's going strong in the ABS era(April, 2017) and has been at the top for the past 2 years except for 2 months, when Rozena temporarily dethroned it in Aug and Sep 2017.",0
1892,this is a costly test assuming the rubber prices hahaha,0
922,"As far as I can tell (the thickness, ply thicknesses, and playing characteristics) the blade is exactly the same as my M8s.",0
4371,I agree that Xiom Omega IV Asia is a very good rubber but if it's certainly better than the Omega IV Pro?,3
1420,Warm up drives: A little slower than MX-P and a little lower arc.,2
939,"Quite similar overall, both good rubbers.",2
8,I'm truly amazed about the huge difference between those 3 blades.,0
209,I want to upgrade my set-up.,0
843,Really????,0
2213,I have played with T64 on my BH for almost 3 season now and have tried many other rubbers incl.,0
417,"Jap style rubbers, for example Palio AK47 red or blue, would spin your ball not less than tacky STN, but these are just ""grippy"" top sheets and not sticky at all.Sure you know it better than me that tackiness in Chinese classic rubbers is to compensate for the otherwise short dwell time because of hard sponge.",0
1792,"Also the ""factory-tuning"" doesn't really do anything spectacular either.",0
4648,Roxon is a good rubber and you appear to be very happy with it - why change?,0
682,"The best part (to me) is not the availability of the high gears, but the lack of bounciness in the lower gears.",4
566,"Initially out of the packet, it is very tacky but after my first time cleaning it, it lost most of the tack.",4
1176,"For me, trying Tenergy is just out of pure curiosity, since there's absolutely nothing wrong with Rhyzers I have.",0
797,"I am currently using B2P right now, the other thing that I like from B2P is the strong glue between topsheet and sponge.",3
1314,"If you have never used a chinese topsheet rubber before, go Vega Pro",0
431,The blue sponge has magical properties.,0
648,I guess I'll have to play with it to find out how much of an adjustment is required.,0
1787,"Neo works good on flexible blades, also this rubber maintain much longer tackiness than hurricane 8.",1
1045,Both where tested on an innerforce alc blade for one session of 2 hours each.,0
316,Bara is much more durable (according to reviewers),2
748,I dumped my Battle 2 after two sessions.,0
4271,The rubber did everything Aurus does with more feel and speed/spin.,0
3559,I'm currently using TG2N and H3N on Xiom Offensive S and I really like it.,0
676,Staticshock10 - thank you for your input.,0
2201,Yep.,0
3663,"S2 was flatter, still they are very similar rubbers.",2
642,"As far as linearity goes, I couldn't really say.",0
1734,On the other hand there are many other sheets that would work just as well and cost less.,0
298,"Tenergy 05 reacts quite a bit to topspin, although if you have an ALL blade, it should be fine.",3
4363,"but, you know,the ej bug...",0
4142,"it would be much appreciated if anyone with experience with these two rubbers would share his views with us,thank you!",0
1047,"Rakza was fast too, but not so fast, it was quite spinny too, maybe a little less than mxs but can't be sure about that, and I could control it quite easily.",1
3554,I suggest Avalox P500.,0
1191,"Non-boosted Chinese tacky rubber is almost as fast once you're aiming for power, and in my experience the shots are often perceived as spinnier and equally powerful.",0
491,"As an aside, I took a look at the Burst rubber on my backup paddle and it is definitely more tacky than the newer STN on my primary paddle.",1
353,hard Chinese vs. soft Tensor).,0
3331,It's not much different than the Vega Pro Elite that I have now.,2
179,"Other than that, it is really little difference for any player that is not ranked in the top level (in the top level, a 1% difference is a matter about winning and loosing)",0
820,What kinda movie are you filming?,0
292,"Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.",1
4275,"Noce looking rubber and HARD sponge, which I really like on FH wing.",0
61,There are people whose game and style of play may work with one of them slightly better than the others.,0
259,Really?,0
1922,"I haven't had chance to try it out yet but the sponge looks really similar, while the topsheet feels similarly tacky but is a fair bit softer.",2
2229,T05fx of course,0
816,"Typically, hard rubbers are not recommended to be paired with the Blue Devil.",0
397,"So, the question is not which one will give you more spin but which kind of rubber do you prefer?",0
